,ADDRESS,# ROOMS,BLDG CODE,CODE DESC,BLDG CAT,AC,BLDG DEPTH,EXT COND,FIREPLACES,BLDG FRONT,FUEL,# PARKING,INT COND,MARKET VALUE,# BATH,# BED,# FLOORS,SALE DATE,TOPO,GSF,NSF,HEAT,UNIT #,VIEW,YEAR BUILT,ZIP,ZONING,LATITUDE,LONGITUDE,SALE PRICE,ASKING PRICE,WHITEROCK PRICE,AD / AE DIFF,AD / AF DIFF,AE / AF DIFF
1060,7802 CRAIG STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,,97.0,4,0,24.77,,0,4.0,160200.0,0,0,2,5/29/2019,F,2622.0,1356,,,I,1925,191363005,RSA3 ,40.04147253,-75.0318218,140000,,,,,
1061,7836 CRAIG STREET,0,H46  ,SEMI/DET 2.5 STY FRAME,Single Family,,102.0,4,0,24.89,,0,4.0,185000.0,0,0,2,8/23/2019,F,2538.78,1216,,,I,1925,191363038,RSA3 ,40.04180006,-75.03092494,110000,,,,,
1062,7848 CRAIG STREET,0,J46  ,S/D W/D GAR 2.5 STY FRAME,Single Family,,119.0,4,0,50.6,,2,4.0,186700.0,0,0,2,6/4/2019,F,6021.4,1216,,,I,1925,191363038,RSA3 ,40.04194506,-75.03060054,125400,,,,,
1063,1333 SOUTH CORLIES STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,4,0,14.0,,0,4.0,64200.0,1,3,2,4/24/2019,F,672.0,896,A,,I,1920,191463507,RSA5 ,39.93683354,-75.19415961,26000,,,,,
1064,6506 COTTAGE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,88.0,4,0,16.25,,1,4.0,123600.0,1,3,2,10/28/2019,F,1430.0,1170,H,,I,1950,191352711,RSA5 ,40.02585302,-75.05260306,145000,,,,,
1065,6528 COTTAGE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,88.0,4,0,16.33,,1,4.0,123600.0,1,3,2,6/25/2019,F,1437.04,1170,H,,I,1950,191352711,RSA5 ,40.02613268,-75.05207370000001,162700,,,,,
1066,7203 COTTAGE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,90.0,4,0,18.33,,1,4.0,132900.0,1,3,2,7/18/2019,F,1649.7,1320,H,,I,1950,191351227,RSA5 ,40.03239736,-75.03906226,149000,,,,,
1067,7217 COTTAGE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,90.0,4,0,18.29,,1,4.0,132900.0,1,3,2,10/9/2019,F,1646.1,1320,H,,I,1950,191351227,RSA5 ,40.03259095,-75.03867824,135000,,,,,
1068,1345 SOUTH CORLIES STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,48.0,4,0,14.0,,0,4.0,52600.0,1,3,2,5/17/2019,F,672.0,896,,,I,1920,191463507,RSA5 ,39.93659923,-75.19420813,90000,,,,,
1069,6721 COTTAGE STREET,0,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,90.0,4,0,16.08,,1,4.0,126900.0,1,0,2,9/24/2019,F,1447.2,1170,,,I,1925,191352201,RSA5 ,40.02754832,-75.04847682,65000,,,,,
1070,7013 COTTAGE STREET,0,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,90.0,4,0,25.0,,0,4.0,157200.0,0,0,2,10/21/2019,F,2250.0,1440,,,I,1940,191351801,RSA3 ,40.03037575,-75.0429713,143000,,,,,
1071,1516 SOUTH CORLIES STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,52.0,4,0,16.0,,1,4.0,78600.0,1,3,2,6/3/2019,F,832.0,1024,H,,I,1954,191463510,RSA5 ,39.93469628,-75.19492301,119000,,,,,
1072,5021 COTTAGE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,82.0,4,0,14.15,,0,4.0,75000.0,1,3,2,8/16/2019,F,1160.3,1065,H,,I,1925,191242136,RSA5 ,40.01630881,-75.07388736,56500,,,,,
1073,713 EAST CORNWALL STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,58.5,4,0,14.33,,0,4.0,57100.0,1,3,2,5/13/2019,F,838.3,1260,B,,I,1920,191341802,RSA5 ,39.99927849,-75.11644495,30000,,,,,
1074,5036 COTTAGE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,97.0,2,0,14.33,,0,2.0,72100.0,1,3,2,6/7/2019,F,1390.01,1194,H,,I,1925,191242137,RSA5 ,40.01676658,-75.07362099,40000,,,,,
1075,1325 COTTMAN AVENUE,0,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,104.65,4,0,17.54,,0,5.0,171300.0,0,0,2,6/25/2019,F,1835.56,1472,,,I,1953,191113728,RSA3 ,40.05812041,-75.07746595,110000,,,,,
1076,2630 EAST CUMBERLAND STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,Y,38.45,1,0,18.0,A,0,1.0,362900.0,2,3,0,6/11/2019,F,692.0,1404,A,,I,2015,19125,RSA5 ,39.97706222,-75.12058462,375000,,,,,
1077,2221 WEST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,87.0,4,0,15.25,,0,4.0,49900.0,1,3,2,6/21/2019,F,1326.75,1372,,,I,1925,191324117,RSA5 ,39.99281283,-75.16887994,46893,,,,,
1078,5022 D STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,72.5,4,0,16.0,,1,4.0,67900.0,1,3,2,7/2/2019,F,1160.0,1472,H,,I,1942,191204007,RSA5 ,40.02559454,-75.11602273,58710,,,,,
1079,2308 WEST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,109.0,4,0,15.33,,0,4.0,51500.0,1,3,2,4/23/2019,F,1670.97,1410,,,I,1925,191324118,RSA5 ,39.99256494,-75.17023234,36000,,,,,
1080,2323 WEST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,87.0,4,0,15.08,,0,4.0,50600.0,1,3,2,7/23/2019,F,1311.96,1440,,,I,1925,191324119,RSA5 ,39.99302235,-75.17051471,46000,,,,,
1081,2324 WEST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,109.0,3,0,15.33,,0,3.0,51500.0,1,3,2,5/10/2019,F,1670.97,1410,B,,I,1925,191324118,RSA5 ,39.99262271,-75.17066607,85000,,,,,
1082,2123 CYPRESS STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,Y,44.0,2,0,16.0,,0,2.0,765800.0,2,4,3,7/20/2019,A,704.0,1376,G,,I,1900,191036507,RSA5 ,39.9480991,-75.17717579999999,890000,,,,,
1083,5154 D STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,,105.0,4,0,20.0,,2,4.0,123800.0,2,0,2,4/11/2019,F,2100.0,1600,,,I,1942,191203610,RSA5 ,40.02864992,-75.11532343,870000,,,,,
1084,5156 D STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,,105.0,4,0,20.0,,2,4.0,123800.0,2,0,2,4/11/2019,F,2100.0,1600,,,I,1942,191203610,RSA5 ,40.02870534,-75.11533512,870000,,,,,
1085,5158 D STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,,105.0,4,0,20.0,,2,4.0,123800.0,2,0,2,4/11/2019,F,2100.0,1600,,,I,1940,191203610,RSA5 ,40.02875728,-75.11534767,870000,,,,,
1086,5160 D STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,,105.0,4,0,20.0,,2,4.0,123800.0,2,0,2,4/11/2019,F,2100.0,1600,,,I,1940,191203610,RSA5 ,40.0288099,-75.11535907,870000,,,,,
1087,5162 D STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,,105.0,4,0,28.25,,0,4.0,132700.0,2,0,3,4/11/2019,F,2966.25,1892,,,I,1940,191203610,RSA5 ,40.02887608,-75.11537516,870000,,,,,
1088,3006 WEST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,64.0,4,0,15.0,,0,4.0,32900.0,1,3,2,4/11/2019,F,960.0,1368,,,I,1915,191323011,RSA5 ,39.99405539,-75.18119015,35000,,,,,
1089,3242 D STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,51.5,4,0,15.0,,0,4.0,28700.0,1,3,2,9/30/2019,F,772.5,1170,H,,I,1935,191341704,RSA5 ,39.99858595,-75.12122316,43000,,,,,
1090,811 WEST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,72.0,4,0,14.0,,0,4.0,31900.0,1,3,0,7/11/2019,F,1008.0,1340,,,I,1920,191331915,RM1  ,39.98985298,-75.14610662,46000,,,,,
1091,3323 D STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,51.5,4,0,14.0,,0,4.0,28300.0,1,3,2,9/27/2019,F,721.0,1008,H,,I,1935,191341733,RSA5 ,39.99975724,-75.12059953,25000,,,,,
1092,2016 EAST CUMBERLAND STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,86.0,4,0,14.25,,0,4.0,179300.0,0,0,3,8/20/2019,F,1225.5,1452,H,,I,1875,191251314,RSA5 ,39.98513762,-75.12781008,175000,,,,,
1093,2027 EAST CUMBERLAND STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,78.0,5,0,13.75,,0,5.0,91400.0,1,3,2,8/23/2019,F,1072.5,1043,H,,I,1875,191251313,RSA5 ,39.98519565,-75.12725476,168450,,,,,
1094,4715 D STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,62.58,3,0,15.0,,0,3.0,59800.0,1,3,2,5/24/2019,F,938.7,1200,H,,I,1942,191204516,RSA5 ,40.02113741,-75.11598176,105000,,,,,
1095,1117 CUSTIS PLACE,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,90.0,4,0,20.0,,0,4.0,147700.0,2,4,2,5/15/2019,F,1800.0,1360,A,,I,1965,191220000,RSA5 ,39.97245174,-75.1546315,240000,,,,,
1096,516 CROSS STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,4,0,16.0,,0,4.0,181800.0,1,3,2,10/18/2019,F,768.0,1112,H,,I,1920,191476513,RSA5 ,39.92898759,-75.1544609,155000,,,,,
1097,2755 CROYDON STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,53.07,3,0,14.0,,0,3.0,121500.0,1,3,2,4/18/2019,F,742.98,938,A,,I,1920,191370000,RSA5 ,39.99608329,-75.07674556,70000,,,,,
1098,2229 SOUTH CROSKEY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,48.0,4,0,14.16,,0,4.0,99000.0,1,3,2,7/17/2019,F,679.68,1120,,,I,1920,191453308,RM1  ,39.92423281,-75.1835773,110000,,,,,
1099,2319 SOUTH CROSKEY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,48.0,4,0,14.33,,0,4.0,99300.0,1,3,2,9/25/2019,F,687.84,1120,,,I,1925,191453310,RSA5 ,39.923167799999995,-75.18381421,105000,,,,,
1100,1010 CROSS STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,50.0,4,0,14.75,,0,4.0,217100.0,1,3,2,9/27/2019,F,737.5,976,H,,I,1920,191476314,RSA5 ,39.92997274,-75.16201932,245000,,,,,
1101,1035 CROSS STREET,4,O30  ,ROW 2 STY MASONRY,Single Family,N,36.0,4,0,13.0,,0,4.0,176800.0,1,3,2,5/31/2019,F,468.0,600,H,,I,1920,191476313,RSA5 ,39.93027846,-75.16259337,255000,,,,,
1102,5803 CRITTENDEN STREET,8,O50  ,ROW 3 STY MASONRY,Single Family,N,73.78,4,0,15.2,,0,4.0,35000.0,1,4,3,9/25/2019,F,1121.45,1753,B,,I,1915,191381907,RM1  ,40.05345108,-75.15877613,41000,,,,,
1103,5812 CRITTENDEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,80.0,7,0,16.25,,0,7.0,21900.0,1,3,2,5/17/2019,F,1300.0,1040,B,,I,1915,191381908,RM1  ,40.05332172,-75.15930236,29500,,,,,
1104,4117 CRESSON STREET,7,O58  ,ROW 3 STY STONE,Single Family,N,132.41,4,0,18.0,,0,4.0,249100.0,1,4,3,8/30/2019,F,2383.38,1848,B,,I,1900,191271701,RSA5 ,40.02330714,-75.21789825,195000,,,,,
1105,2311 CROSS STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,49.0,4,0,14.0,,0,4.0,72700.0,1,3,2,8/6/2019,F,686.0,840,H,,I,1923,191464102,RSA5 ,39.93295551,-75.18333268,85000,,,,,
1106,4350 CRESSON STREET,7,O58  ,ROW 3 STY STONE,Single Family,N,95.0,4,1,16.25,,0,4.0,228200.0,1,2,3,7/23/2019,F,1543.75,1605,B,,I,1900,191271420,RSA5 ,40.02596536,-75.22351411,315000,,,,,
1107,7601 CRITTENDEN STREET,0,540,RES CONDO 2.5 STY MASONRY,Single Family,Y,0.0,4,0,0.0,,0,4.0,176900.0,0,0,0,9/14/2019,,0.0,1566,,00000F9,I,1970,191183228,RM2  ,40.07213727,-75.19168797,100000,,,,,
1108,1420 CRESTON STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,70.0,4,0,17.95,,1,4.0,104000.0,1,3,2,8/14/2019,F,1256.5,1080,A,,I,1950,191493219,RSA5 ,40.03447827,-75.08128089,97500,,,,,
1109,1921 SOUTH CROSKEY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,54.0,4,0,14.16,,0,4.0,89400.0,1,3,2,9/14/2019,F,764.64,1020,H,,I,1920,191452707,RM1  ,39.92806683,-75.18276273,75000,,,,,
1110,5535 CROWSON STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,50.0,4,0,15.0,,0,4.0,56800.0,1,3,2,8/5/2019,F,750.0,1200,A,,I,1925,191441301,RSA5 ,40.04352862,-75.16237079,26000,,,,,
1111,2248 SOUTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,50.0,4,0,14.0,,0,4.0,127500.0,1,3,2,6/7/2019,F,700.0,960,A,,I,1928,191483106,RSA5 ,39.92095404,-75.16138944,58000,,,,,
1112,2331 EAST DAUPHIN STREET,7,O50  ,ROW 3 STY MASONRY,Single Family,,55.0,3,0,19.0,,0,3.0,465700.0,2,4,3,7/23/2019,F,1045.0,2588,H,,I,1875,191252923,RSA5 ,39.97851294,-75.12655196,375000,,,,,
1113,3206 WEST DAUPHIN STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,N,64.0,4,0,43.01,,0,4.0,67400.0,0,0,3,7/22/2019,F,2752.64,2550,B,,I,1915,191323316,RM1  ,39.99151168,-75.18502352,145000,,,,,
1114,118 DAVIS STREET,5,O30  ,ROW 2 STY MASONRY,Single Family,N,49.0,3,0,14.41,,0,3.0,182000.0,1,2,2,4/11/2019,F,706.09,1048,B,,I,1920,191271707,RSA5 ,40.02257735,-75.21615848,199900,,,,,
1115,2505 SOUTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,48.0,4,0,14.0,,0,4.0,145800.0,1,3,2,10/14/2019,F,672.0,860,H,,I,1925,191484522,RSA5 ,39.91803934,-75.16174525,125000,,,,,
1116,2514 SOUTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,48.0,4,0,14.0,,0,4.0,145800.0,1,3,2,8/22/2019,F,672.0,860,H,,I,1925,191484523,RSA5 ,39.917877399999995,-75.16209238,168000,,,,,
1117,2530 SOUTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,48.0,4,0,14.0,,0,4.0,145800.0,1,3,2,6/4/2019,F,672.0,860,H,,I,1925,191484523,RSA5 ,39.91757579,-75.1621536,115000,,,,,
1118,2816 SOUTH DARIEN STREET,5,O30  ,ROW 2 STY MASONRY,Single Family,N,58.9,3,0,16.16,,0,3.0,193600.0,1,2,2,4/19/2019,F,951.82,808,H,,I,1970,191485056,RM1  ,39.91384121,-75.16277172,110000,,,,,
1119,4138 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,39.68,4,0,15.75,,0,4.0,47100.0,1,3,2,9/16/2019,F,624.96,1050,H,,A,1940,191402206,RSA5 ,40.01509484,-75.14088373,31000,,,,,
1120,1605 WEST DAUPHIN STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,,69.5,3,0,16.0,,0,3.0,209600.0,0,0,0,6/28/2019,F,1112.0,2352,,,I,1915,191324409,RM1  ,39.98849624,-75.15930563,300000,,,,,
1121,1607 WEST DAUPHIN STREET,8,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,,72.5,2,0,16.0,,0,2.0,232100.0,3,3,3,7/12/2019,F,1160.0,1982,,,I,1915,191324409,RM1  ,39.98850368,-75.15936431,300000,,,,,
1122,4221 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,40.0,4,0,14.83,,0,4.0,46200.0,1,3,2,5/17/2019,F,593.2,1038,H,,I,1940,191402220,RSA5 ,40.01629457,-75.14033638,33000,,,,,
1123,4239 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,40.0,4,0,14.83,,0,4.0,46200.0,1,3,2,5/28/2019,F,593.2,1038,H,,I,1940,191402220,RSA5 ,40.01665206,-75.14025819,32000,,,,,
1124,5333 DARRAH STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,58.5,4,0,14.0,,0,4.0,59600.0,1,3,2,7/28/2019,F,819.0,1048,H,,I,1910,191241238,RSA5 ,40.02283031,-75.07516054,52000,,,,,
1125,1914 EAST DAUPHIN STREET,0,U30  ,ROW CONV/APT 2 STY MASON,Multi Family,,68.5,5,0,18.17,,0,5.0,94100.0,0,0,0,7/24/2019,F,1244.64,1958,H,,I,1920,191251516,RM1  ,39.984109600000004,-75.13195472,162500,,,,,
1126,2027 SOUTH DARIEN STREET,4,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,3,0,14.0,,0,3.0,133600.0,1,2,2,6/24/2019,F,672.0,700,H,,I,1920,191482338,RSA5 ,39.92373848,-75.16046227,205000,,,,,
1127,2026 EAST DAUPHIN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,96.0,4,0,15.0,,0,4.0,192900.0,1,3,2,6/3/2019,F,1440.0,1170,H,,I,1875,191251518,RSA5 ,39.983061299999996,-75.13111040000001,205000,,,,,
1128,917 WEST DAUPHIN STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,86.0,7,0,16.58,,0,7.0,16100.0,0,0,3,8/5/2019,F,1425.88,2198,,,I,1925,191331524,RM1  ,39.98703807,-75.14792548,75000,,,,,
1129,2031 SOUTH DARIEN STREET,4,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,4,0,14.0,,0,4.0,133600.0,1,2,2,6/6/2019,F,672.0,700,H,,I,1920,191482338,RSA5 ,39.92366319,-75.16047842,130000,,,,,
1130,2043 SOUTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,48.0,4,0,14.0,,0,4.0,168000.0,1,3,2,6/17/2019,F,672.0,880,H,,I,1920,191482338,RSA5 ,39.92343653,-75.16052779,165000,,,,,
1131,2114 EAST DAUPHIN STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,53.0,6,0,16.0,,0,6.0,206100.0,0,0,3,6/19/2019,F,848.0,1504,H,,D,1875,191252006,RSA5 ,39.98146287,-75.12960659,187500,,,,,
1132,2116 EAST DAUPHIN STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,63.0,6,0,16.0,,0,6.0,211900.0,0,0,3,6/19/2019,F,1008.0,1568,H,,D,1875,191252006,RSA5 ,39.98142685,-75.12957415,187500,,,,,
1133,2642 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,38.0,4,0,15.25,,0,4.0,24400.0,1,3,0,9/18/2019,F,579.5,880,,,I,1920,191331920,RM1  ,39.99206976,-75.14588499,30000,,,,,
1134,3143 WEST DAKOTA STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,57.0,6,0,20.41,,0,6.0,14200.0,1,3,2,8/20/2019,F,1163.37,1260,,,I,1915,191323313,RSA5 ,39.99199499,-75.18427416,32000,,,,,
1135,3948 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,45.0,4,0,15.91,,0,4.0,38400.0,1,3,2,7/24/2019,F,715.95,1120,,,I,1940,191403211,RSA5 ,40.01233342,-75.1414877,625000,,,,,
1136,409 NORTH DAGGETT STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,100.0,4,0,15.0,,1,4.0,110300.0,1,3,2,4/26/2019,F,1500.0,1350,,,I,1925,191514016,RM1  ,39.96970256,-75.25016482,3650000,,,,,
1137,1803 DALLAS STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,96.0,4,0,15.9,,1,4.0,121400.0,1,3,2,7/2/2019,F,1526.4,1280,H,,I,1925,191260000,RSA5 ,40.06313347,-75.14620137,77000,,,,,
1138,1808 DALLAS STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,76.66,4,0,15.5,,0,4.0,116700.0,1,3,2,5/2/2019,F,1188.23,1260,H,,I,1925,191260000,RSA5 ,40.06277498,-75.14644921,67000,,,,,
1139,1810 DALLAS STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,76.83,2,0,15.5,,1,2.0,118200.0,1,3,2,4/23/2019,F,1190.86,1260,H,,I,1925,191260000,RSA5 ,40.06277673,-75.14650303,62500,,,,,
1140,8809 DANBURY STREET,5,K10  ,S/D W/B GAR 1 STY MASONRY,Single Family,Y,130.0,4,0,27.79,,1,4.0,184000.0,1,2,0,6/5/2019,A,3849.0,940,A,,I,1956,191521508,RSA3 ,40.06463186,-75.031824,155000,,,,,
1141,8840 DANBURY STREET,6,K30  ,S/D W/B GAR 2 STY MASONRY,Single Family,Y,105.0,4,0,27.83,,1,4.0,196600.0,1,3,2,5/15/2019,A,2922.15,1216,A,,I,1956,191521509,RSA3 ,40.06592146,-75.03102722,220000,,,,,
1142,442 NORTH DAGGETT STREET,7,R31  ,ROW B/GAR 2 STY MAS+OTHER,Single Family,,100.0,4,0,15.0,,1,4.0,114900.0,1,4,2,6/7/2019,F,1500.0,1620,,,I,1925,191514015,RM1  ,39.97046269,-75.25055243,77900,,,,,
1143,134 DALY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,47.0,4,0,14.0,,0,4.0,161800.0,1,2,2,7/24/2019,F,658.0,992,H,,I,1920,191481707,RSA5 ,39.91957306,-75.14979268,167000,,,,,
1144,1838 DANFORTH STREET,7,K30  ,S/D W/B GAR 2 STY MASONRY,Single Family,N,88.02,4,0,27.87,,2,4.0,193300.0,2,4,0,8/13/2019,F,2453.11,1486,B,,I,1957,191521820,RSA3 ,40.07041229,-75.05164888,258000,,,,,
1145,227 DALY STREET,4,O30  ,ROW 2 STY MASONRY,Single Family,N,53.0,4,0,14.0,,0,4.0,158500.0,1,2,2,10/17/2019,F,742.0,728,H,,I,1905,191481700,RSA5 ,39.919981799999995,-75.15111217,135000,,,,,
1146,243 DALY STREET,4,O30  ,ROW 2 STY MASONRY,Single Family,N,53.0,3,0,14.0,,0,3.0,158500.0,1,2,2,5/17/2019,F,742.0,916,A,,I,1905,191481700,RSA5 ,39.92003475,-75.15150469,2899864,,,,,
1147,337 DALY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,58.0,5,0,14.0,,0,5.0,170300.0,1,3,2,8/5/2019,F,812.0,1108,A,,I,1920,191483306,RSA5 ,39.92023513,-75.15290357,145000,,,,,
1148,2620 SOUTH DAGGETT STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,77.5,4,0,16.0,,1,4.0,69500.0,1,3,0,4/30/2019,F,1240.0,992,,,I,1925,191422805,RM1  ,39.920039200000005,-75.22920679,1295100,,,,,
1149,443 DALY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,53.0,3,0,14.0,,0,3.0,148400.0,1,2,3,5/17/2019,E,742.0,1114,B,,I,1920,191485702,RSA5 ,39.92050241,-75.15508305,2899864,,,,,
1150,1902 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,39.09,4,0,12.33,,0,4.0,65600.0,1,3,0,8/19/2019,F,481.97,1000,,,I,1920,191222011,RM1  ,39.98079217,-75.14833887,260000,,,,,
1151,1906 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,39.09,4,0,12.33,,0,4.0,65600.0,1,3,0,8/19/2019,F,481.97,1000,,,I,1920,191222011,RM1  ,39.98085853,-75.14832337,260000,,,,,
1152,2659 SOUTH DAGGETT STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,77.5,4,0,16.0,,1,4.0,69500.0,1,3,0,4/30/2019,F,1240.0,992,,,I,1925,191422804,RM1  ,39.91965299,-75.22812893,1295100,,,,,
1153,1917 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,41.09,4,0,13.5,,0,4.0,64000.0,1,3,0,7/29/2019,F,554.71,900,,,I,1920,191222010,RM1  ,39.98096286,-75.14804783,230000,,,,,
1154,1919 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,41.09,4,0,13.5,,0,4.0,64000.0,1,3,0,7/29/2019,F,554.71,900,,,I,1920,191222010,RM1  ,39.98099971,-75.14803935,230000,,,,,
1155,1921 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,41.01,4,0,13.5,,0,4.0,64000.0,1,3,0,7/29/2019,F,553.63,900,,,I,1920,191222010,RM1  ,39.98103723,-75.14803211,100000,,,,,
1156,2036 NORTH DARIEN STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,43.59,4,0,13.5,,0,4.0,70500.0,1,3,0,9/20/2019,F,588.46,1232,,,I,1920,191221306,RM1  ,39.98295113,-75.14788654,50000,,,,,
1157,1006 WEST DAKOTA STREET,0,O30  ,ROW 2 STY MASONRY,Single Family,,60.0,4,0,16.2,,0,0.0,41400.0,0,0,2,6/3/2019,F,972.0,0,,,I,1925,19133,RM1  ,39.98743552,-75.14933387,50000,,,,,
1158,1020 WEST DAKOTA STREET,0,O30  ,ROW 2 STY MASONRY,Single Family,,57.0,7,0,16.0,,0,7.0,10300.0,0,0,0,8/5/2019,F,912.0,1088,,,I,1915,191331521,RM1  ,39.987492200000005,-75.14974018,32000,,,,,
1159,1026 WEST DAKOTA STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,57.0,4,0,16.0,,0,4.0,41400.0,1,3,2,6/7/2019,F,912.0,1088,,,I,1925,191331521,RM1  ,39.987514000000004,-75.14990806,52500,,,,,
1160,1808 DALY STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,50.0,4,0,14.0,,0,4.0,165300.0,1,3,2,10/3/2019,F,700.0,940,H,,I,1920,191453716,RSA5 ,39.92310374,-75.17689924,100000,,,,,
1161,4043 DEXTER STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,65.0,4,0,16.0,,0,4.0,195500.0,1,3,2,8/16/2019,A,1040.0,1214,B,,I,1940,191285219,RSA5 ,40.023979,-75.21438903,165000,,,,,
1162,366 DELMAR STREET,6,O36  ,ROW 2 STY FRAME,Single Family,Y,102.02,4,0,18.0,,0,4.0,209400.0,1,3,2,10/11/2019,A,1836.36,1296,A,,I,1990,191284503,RSA5 ,40.03755224,-75.22651948,216000,,,,,
