,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
18,1237 N 60TH ST,Philadelphia,PA,19151,3.0,3.0,,,None,Forced Air,No,,,2006.0,75000.0,622.0,2019.0,Condo/Townhome,PAPH849092,Immediate,1307.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Philadelphia,No
19,2223 S 68TH ST,Philadelphia,PA,19142,1.0,3.0,,"Dining Room,  Kitchen,  Living Room",None,Forced Air,No,,,1290.0,74000.0,1015.0,2019.0,Single Family,PAPH848260,Immediate,1307.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Phila (West),No
0,4532 N PALETHORP ST,Philadelphia,PA,19140,1.0,2.0,,,None,Forced Air,No,,,966.0,69900.0,532.0,2019.0,Condo/Townhome,PAPH848876,Settlement,871.0,Active,1930.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Feltonville,No
1,2124 N PERCY ST,Philadelphia,PA,19122,,1.0,,"Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Kitchen",None,None,No,,,1100.0,65000.0,922.0,2019.0,Condo/Townhome,PAPH848820,0-30 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
2,2940 D ST,Philadelphia,PA,19134,1.0,3.0,,"Basement,  Living Room",None,Forced Air,No,,,952.0,60000.0,456.0,2019.0,Condo/Townhome,PAPH845364,Immediate,871.0,Active,1935.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
3,5509 BLAKEMORE ST,Philadelphia,PA,19138,1.0,3.0,,,Other,Other,No,,,1010.0,59900.0,288.0,2019.0,Condo/Townhome,PAPH848912,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown,No
4,4627 N 13TH ST,Philadelphia,PA,19140,1.0,4.0,,,None,Radiator,No,,,1306.0,55000.0,1104.0,2019.0,Condo/Townhome,PAPH848828,Settlement,1307.0,Active,1935.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Hunting Park,No
5,825 E WOODLAWN AVE,Philadelphia,PA,19138,1.0,3.0,,,None,Other,No,,,1144.0,54900.0,752.0,2019.0,Condo/Townhome,PAPH849066,Immediate,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
6,1930 W WESTMORELAND ST,Philadelphia,PA,19140,,0.0,,,None,Radiator,No,,,1358.0,49900.0,241.0,2019.0,Condo/Townhome,PAPH849090,Settlement,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
7,2554 N MYRTLEWOOD ST,Philadelphia,PA,19132,1.0,3.0,,,None,None,No,,,992.0,45000.0,357.0,2019.0,Condo/Townhome,PAPH848826,Settlement,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
8,3357 ARGYLE ST,Philadelphia,PA,19134,1.0,2.0,,,None,Hot Water,No,,,840.0,39999.0,515.0,2019.0,Condo/Townhome,PAPH848980,31-60 Days CD,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
9,2752 N BONSALL ST,Philadelphia,PA,19132,,,,,,,No,,,,10000.0,13.0,2019.0,Vacant Land,PAPH849040,Settlement,436.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
10,1344 W YORK ST,Philadelphia,PA,19132,,,,,Central A/C,Other,Yes,,,9202.0,3199000.0,11644.0,2019.0,Multi-Family,PAPH844720,Immediate,5227.0,Active,1940.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
11,1724 DELANCEY ST,Philadelphia,PA,19103,3.0,4.0,"Breakfast Area,  Kitchen - Island,  Skylight(s),  Stain/Lead Glass,  WhirlPool/HotTub",,Central A/C,"Hot Water,  Radiator",Yes,"Built-In Range,  Dishwasher,  Disposal,  Refrigerator",Basement,2009.0,1145000.0,12177.0,2019.0,Condo/Townhome,PAPH845302,"0-30 Days CD,  Negotiable",871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Rittenhouse Square,Yes
12,149 BETHLEHEM PIKE,Philadelphia,PA,19118,2.0,2.0,,"Bathroom 1,  Bedroom 2,  Family Room,  Great Room,  Kitchen,  Laundry,  Master Bathroom,  Master Bedroom",Central A/C,"Radiant,  Radiator",Yes,,,2582.0,849000.0,7584.0,2020.0,Single Family,PAPH846360,Negotiable,0.62 acres,Contract Pending,1948.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Chestnut Hill,Yes
13,1527 E MONTGOMERY AVE,Philadelphia,PA,19125,4.0,4.0,"Built-Ins,  Combination Kitchen/Living,  Dining Area,  Kitchen - Island,  Pantry,  Skylight(s),  Wet/Dry Bar","Den,  Laundry",Central A/C,Forced Air,Yes,"Dishwasher,  Dryer - Front Loading,  Oven/Range - Gas,  Range Hood,  Washer - Front Loading",Upper Floor,3520.0,799000.0,1.0,2019.0,Condo/Townhome,PAPH848344,Negotiable,1307.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
14,2035 CHANCELLOR ST,Philadelphia,PA,19103,3.0,3.0,,,Central A/C,Forced Air,Yes,,,1900.0,769900.0,6632.0,2019.0,Condo/Townhome,PAPH848636,Settlement,0.0,Active,1980.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Rittenhouse Square,No
15,1410 S LEITHGOW TER,Philadelphia,PA,19147,5.0,4.0,"Breakfast Area,  Ceiling Fan(s),  Combination Kitchen/Dining,  Combination Kitchen/Living,  Dining Area,  Efficiency,  Family Room Off Kitchen,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Efficiency,  Kitchen - Gourmet,  Kitchen - Island,  Kitchen - Table Space,  Master Bath(s),  Recessed Lighting,  Soaking Tub,  Sprinkler System,  Stall Shower,  Upgraded Countertops,  Walk-in Closet(s),  Window Treatments,  Wood Floors","Bathroom 1,  Bathroom 2,  Bedroom 3,  Den,  Family Room,  Kitchen,  Living Room,  Master Bedroom,  Other",Central A/C,Central,Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Dryer,  Energy Efficient Appliances,  Microwave,  Oven - Self Cleaning,  Refrigerator,  Stainless Steel Appliances,  Washer,  Water Heater,  Water Heater - High-Efficiency",Upper Floor,4120.0,759000.0,1897.0,2019.0,Condo/Townhome,PAPH848424,Immediate,871.0,Contract Pending,2017.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Southwark On Reed,No
16,1020-22 S 52ND ST,Philadelphia,PA,19143,,,,,None,Baseboard - Electric,No,,,4620.0,649900.0,3242.0,2019.0,Multi-Family,PAPH848522,0-30 Days CD,3485.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Philadelphia,No
17,5115 WYNNEFIELD AVE,Philadelphia,PA,19131,6.0,6.0,,,None,None,No,,,4936.0,525000.0,2762.0,2019.0,Condo/Townhome,PAPH848640,Settlement,0.39 acres,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wynnefield,No
18,1830-32 MANNING ST #2,Philadelphia,PA,19103,2.0,2.0,,,Window Unit(s),Radiator,No,,,880.0,513000.0,5358.0,2019.0,Condo/Townhome,PAPH847440,Negotiable,436.0,Active,1850.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Rittenhouse Square,No
19,3131-3133 REED ST,Philadelphia,PA,19146,,0.0,,,None,Forced Air,No,,,35.0,500000.0,3822.5,2019.0,Single Family,PAPH848630,Immediate,3049.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
0,239 S SAINT BERNARD ST,Philadelphia,PA,19139,5.0,5.0,,,Central A/C,Central,Yes,,,2040.0,449000.0,2811.0,2019.0,Condo/Townhome,PAPH848388,Settlement,1742.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Walnut Hill,No
1,9134 OLD NEWTOWN RD,Philadelphia,PA,19115,4.0,4.0,"Attic,  Carpet,  Chair Railings,  Crown Moldings,  Dining Area,  Efficiency,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Gourmet,  Kitchen - Island,  Master Bath(s),  Other,  Recessed Lighting,  Stall Shower,  Upgraded Countertops,  Wainscotting,  Wood Floors","Bedroom 2,  Bedroom 3,  Bedroom 4,  Dining Room,  Family Room,  Full Bath,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,"Forced Air,  Programmable Thermostat",Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Microwave,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Water Heater - High-Efficiency",Upper Floor,3395.0,434000.0,,2019.0,Condo/Townhome,PAPH848648,61-90 Days CD,5663.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Northeast,No
2,1921 GERRITT ST,Philadelphia,PA,19146,3.0,3.0,,,Central A/C,Forced Air,Yes,,Hookup,2137.0,429900.0,1877.0,2019.0,Condo/Townhome,PAPH848642,Settlement,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
3,1529 S 21ST ST,Philadelphia,PA,19146,3.0,3.0,,"Bathroom 2,  Bedroom 1,  Bedroom 2,  Bonus Room,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer/Dryer Stacked,  Water Heater",,2158.0,414900.0,1149.0,2019.0,Condo/Townhome,PAPH848406,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
4,1436 N CADWALLADER ST #1B,Philadelphia,PA,19122,3.0,2.0,"Breakfast Area,  Dining Area,  Floor Plan - Open,  Kitchen - Eat-In,  Recessed Lighting,  Upgraded Countertops,  Walk-in Closet(s),  Wood Floors","Bedroom 1,  Dining Room,  Foyer,  Full Bath,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer - Front Loading,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer - Front Loading","Dryer In Unit,  Upper Floor,  Washer In Unit",1548.0,409785.0,,2019.0,Condo/Townhome,PAPH848590,0-30 Days CD,2614.0,Contract Pending,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Old Kensington,No
5,901 N PENN ST #F1304,Philadelphia,PA,19123,2.0,2.0,,,Central A/C,Central,Yes,,,981.0,405000.0,582.0,2019.0,Condo/Townhome,PAPH848326,Immediate,0.0,Active,2009.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Waterfront Square,No
6,1232 N FRONT ST #3C,Philadelphia,PA,19122,2.0,2.0,"Elevator,  Kitchen - Eat-In","Bedroom 1,  Dining Room,  Family Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Main Floor,1304.0,399900.0,1500.0,2019.0,Condo/Townhome,PAPH848442,181-365 Days,0.27 acres,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
7,1436 N CADWALLADER ST #2B,Philadelphia,PA,19122,3.0,2.0,"Breakfast Area,  Dining Area,  Floor Plan - Open,  Kitchen - Eat-In,  Recessed Lighting,  Upgraded Countertops,  Walk-in Closet(s),  Wood Floors","Bathroom 1,  Bathroom 2,  Bedroom 1,  Bedroom 2,  Dining Room,  Foyer,  Half Bath,  Kitchen,  Laundry,  Living Room",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer - Front Loading,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer - Front Loading","Dryer In Unit,  Upper Floor,  Washer In Unit",1403.0,397500.0,,2019.0,Condo/Townhome,PAPH843088,0-30 Days CD,2614.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Old Kensington,No
8,1232 N FRONT ST #3F,Philadelphia,PA,19122,2.0,2.0,"Elevator,  Kitchen - Eat-In","Bedroom 1,  Dining Room,  Family Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Main Floor,1089.0,394900.0,1500.0,2019.0,Condo/Townhome,PAPH848432,181-365 Days,0.27 acres,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
9,444 N 4TH ST #605,Philadelphia,PA,19123,1.0,1.0,"Ceiling Fan(s),  Combination Dining/Living,  Combination Kitchen/Dining,  Flat,  Floor Plan - Open,  Kitchen - Eat-In,  Tub Shower",,Central A/C,Heat Pump - Electric BackUp,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer - Electric,  Microwave,  Oven - Self Cleaning,  Oven/Range - Electric,  Stainless Steel Appliances,  Washer",,1031.0,385000.0,4107.0,2019.0,Condo/Townhome,PAPH848476,Immediate,0.0,Active,2009.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Old City,No
10,2068 E SELTZER ST,Philadelphia,PA,19134,3.0,3.0,,,Central A/C,Forced Air,Yes,,,2000.0,375000.0,,2020.0,Condo/Townhome,PAPH846510,Settlement,1307.0,Active,2020.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Kensington,No
11,1436 N CADWALLADER ST #1A,Philadelphia,PA,19122,3.0,2.0,"Breakfast Area,  Dining Area,  Floor Plan - Open,  Kitchen - Eat-In,  Recessed Lighting,  Upgraded Countertops,  Walk-in Closet(s),  Wood Floors","Bathroom 2,  Bedroom 2,  Dining Room,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer - Front Loading,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer - Front Loading","Dryer In Unit,  Lower Floor,  Washer In Unit",1335.0,370975.0,,2019.0,Condo/Townhome,PAPH845044,0-30 Days CD,2614.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Old Kensington,No
12,3345 TULIP ST,Philadelphia,PA,19134,3.0,3.0,"Kitchen - Eat-In,  Sprinkler System","Bedroom 1,  Bedroom 2,  Dining Room,  Family Room,  Kitchen,  Laundry,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Upper Floor,2550.0,359900.0,500.0,2019.0,Condo/Townhome,PAPH848456,Negotiable,871.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Port Richmond,No
13,3343 TULIP ST,Philadelphia,PA,19134,3.0,3.0,"Kitchen - Eat-In,  Sprinkler System","Bedroom 1,  Bedroom 2,  Dining Room,  Family Room,  Kitchen,  Laundry,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Upper Floor,2550.0,359900.0,500.0,2019.0,Condo/Townhome,PAPH848486,Negotiable,871.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Port Richmond,No
14,1545 E BERKS ST,Philadelphia,PA,19125,2.0,3.0,,,Central A/C,Hot Water,Yes,,,1595.0,359900.0,4793.0,2019.0,Condo/Townhome,PAPH848496,Immediate,871.0,Active,1988.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
15,1436 N CADWALLADER ST #2A,Philadelphia,PA,19122,3.0,2.0,"Breakfast Area,  Dining Area,  Floor Plan - Open,  Kitchen - Eat-In,  Recessed Lighting,  Upgraded Countertops,  Walk-in Closet(s),  Wood Floors","Bathroom 1,  Bedroom 1,  Dining Room,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer - Front Loading,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer - Front Loading","Dryer In Unit,  Main Floor,  Washer In Unit",1254.0,357500.0,,2019.0,Condo/Townhome,PAPH845090,0-30 Days CD,2614.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Old Kensington,No
16,2062 E SELTZER ST,Philadelphia,PA,19134,3.0,3.0,,,Central A/C,Forced Air,Yes,,Main Floor,2000.0,350000.0,,2020.0,Condo/Townhome,PAPH848560,Settlement,1307.0,Active,2020.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Kensington,No
17,2066 E SELTZER ST,Philadelphia,PA,19134,3.0,3.0,,,Central A/C,Forced Air,Yes,,Main Floor,2000.0,350000.0,,2020.0,Condo/Townhome,PAPH848656,Settlement,1307.0,Contract Pending,2020.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Kensington,No
18,2064 E SELTZER ST,Philadelphia,PA,19134,3.0,3.0,,,Central A/C,Forced Air,Yes,,Main Floor,2000.0,350000.0,,2020.0,Condo/Townhome,PAPH848638,Settlement,1307.0,Contract Pending,2020.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Kensington,No
19,8716 AUTUMN RD,Philadelphia,PA,19115,3.0,5.0,,,Central A/C,Baseboard - Electric,Yes,,,2310.0,349900.0,4199.0,2019.0,Single Family,PAPH848680,Immediate,8276.0,For Sale Under Contract,1972.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Pine Valley,No
0,7338 HIOLA RD,Philadelphia,PA,19128,4.0,4.0,,,Central A/C,90% Forced Air,Yes,,,1548.0,349900.0,3108.0,2019.0,Single Family,PAPH848646,Immediate,2178.0,For Sale Under Contract,1967.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Roxborough,No
1,7510 BOYER ST,Philadelphia,PA,19119,1.0,3.0,,,None,Radiator,No,,,1504.0,329999.0,3190.0,2019.0,Condo/Townhome,PAPH848690,Immediate,1307.0,Active,1927.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mt Airy (East),No
2,1101 MERCY ST,Philadelphia,PA,19148,,,,,Central A/C,Forced Air,Yes,,,1223.0,329900.0,1579.0,2019.0,Condo/Townhome,PAPH848564,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
3,1207 TREE ST,Philadelphia,PA,19148,2.0,2.0,,,Central A/C,Central,Yes,,,784.0,329900.0,2080.0,2019.0,Condo/Townhome,PAPH848526,Immediate,871.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Lower Moyamensing,No
4,1136 O NEIL ST,Philadelphia,PA,19123,1.0,3.0,"Carpet,  Ceiling Fan(s),  Combination Kitchen/Living,  Kitchen - Eat-In,  Wood Floors","Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Kitchen,  Living Room",Central A/C,Hot Water,Yes,"Dishwasher,  Disposal,  Dryer,  Microwave,  Refrigerator,  Stainless Steel Appliances,  Stove,  Washer,  Water Heater",,1152.0,325000.0,5083.0,2019.0,Condo/Townhome,PAPH844352,Immediate,436.0,Active,1910.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northern Liberties,No
5,142 W RITNER ST,Philadelphia,PA,19148,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1012.0,324995.0,1335.0,2019.0,Condo/Townhome,PAPH845184,Negotiable,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Pennsport,No
6,909 W RITNER ST,Philadelphia,PA,19148,3.0,2.0,Recessed Lighting,,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances",Basement,1250.0,319900.0,1729.0,2019.0,Condo/Townhome,PAPH848588,"0-30 Days CD,  31-60 Days CD,  Negotiable",871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Lower Moyamensing,No
7,7805 BROUS AVE,Philadelphia,PA,19152,3.0,3.0,,,Central A/C,Forced Air,Yes,,,1176.0,305000.0,3291.0,2019.0,Single Family,PAPH848758,"0-30 Days CD,  Immediate",6098.0,Contract Pending,1965.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lexington Park,No
8,1715 WATKINS ST,Philadelphia,PA,19145,3.0,2.0,,,Central A/C,"Central,  Forced Air",Yes,,,1016.0,295000.0,1732.0,2019.0,Condo/Townhome,PAPH848662,Settlement,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Newbold,No
9,428 SIGEL ST,Philadelphia,PA,19148,2.0,2.0,,,Central A/C,Forced Air,Yes,,Has Laundry,996.0,290000.0,3313.0,2019.0,Condo/Townhome,PAPH848608,Settlement,871.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Pennsport,No
10,717 S COLUMBUS BLVD #1208,Philadelphia,PA,19147,1.0,0.0,"Breakfast Area,  Butlers Pantry,  Dining Area,  Pantry,  Walk-in Closet(s),  Window Treatments",Other,Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer - Electric,  Oven - Single,  Oven/Range - Electric,  Refrigerator,  Washer,  Water Heater","Dryer In Unit,  Washer In Unit",669.0,289000.0,3318.0,2019.0,Condo/Townhome,PAPH848666,Negotiable,0.0,Active,1995.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Queen Village,No
11,2336 S 17TH ST,Philadelphia,PA,19145,2.0,3.0,,,Wall Unit,Radiator,No,,,1378.0,284900.0,2756.0,2019.0,Condo/Townhome,PAPH848606,"0-30 Days CD,  Immediate",871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Melrose,No
12,2541 S MOLE ST,Philadelphia,PA,19145,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1068.0,275000.0,2476.0,2019.0,Condo/Townhome,PAPH848610,Settlement,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Girard Estate Area,No
13,1620 S 22ND ST,Philadelphia,PA,19145,2.0,4.0,,,Central A/C,"Central,  Forced Air",Yes,,,1504.0,264900.0,1659.0,2019.0,Condo/Townhome,PAPH848532,Settlement,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
14,3103 N 16TH ST,Philadelphia,PA,19132,,,,,Central A/C,Hot Water,Yes,,,2040.0,260000.0,690.0,2019.0,Condo/Townhome,PAPH848652,Immediate,1742.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
15,3140 WELLINGTON ST,Philadelphia,PA,19149,2.0,3.0,,,None,Radiator,No,,,1105.0,255000.0,2091.0,2019.0,Condo/Townhome,PAPH848714,"0-30 Days CD,  31-60 Days CD",1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair (West),No
16,1106 W PORTER ST,Philadelphia,PA,19148,1.0,4.0,"Ceiling Fan(s),  Crown Moldings,  Dining Area",,Ceiling Fan(s),Hot Water,No,"Built-In Microwave,  Dishwasher,  Oven/Range - Gas,  Refrigerator,  Washer,  Water Heater",Basement,1248.0,254900.0,1608.0,2019.0,Condo/Townhome,PAPH848370,61-90 Days CD,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lower Moyamensing,No
17,3127 STANWOOD ST,Philadelphia,PA,19136,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1099.0,254900.0,2718.0,2019.0,Single Family,PAPH847296,31-60 Days CD,3920.0,Contract Pending,1959.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Winchester Park,No
18,3015 GLENVIEW ST,Philadelphia,PA,19149,2.0,3.0,,,"Ceiling Fan(s),  Wall Unit",Radiator,No,,Basement,1247.0,249900.0,2210.0,2019.0,Condo/Townhome,PAPH848546,Negotiable,2178.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair (West),No
19,6814 CHEW AVE,Philadelphia,PA,19119,3.0,3.0,"Ceiling Fan(s),  Recessed Lighting,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances",Main Floor,1440.0,249900.0,1783.0,2019.0,Single Family,PAPH848624,"0-30 Days CD,  31-60 Days CD,  Negotiable",2178.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (East),No
0,8216 PROVIDENT RD,Philadelphia,PA,19150,3.0,4.0,,"Bedroom 1,  Bedroom 2,  Bedroom 3,  Bedroom 4,  Bonus Room,  Den,  Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,Basement,1956.0,247000.0,2641.0,2019.0,Single Family,PAPH848232,Negotiable,5227.0,For Sale Under Contract,1950.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (East),No
1,929 WYNNEWOOD RD,Philadelphia,PA,19151,2.0,5.0,,"Dining Room,  Kitchen,  Living Room",None,Hot Water,No,,,2050.0,245900.0,2622.0,2019.0,Single Family,PAPH847860,Immediate,4792.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Overbrook,No
2,1617 S RINGGOLD ST,Philadelphia,PA,19145,2.0,3.0,"Exposed Beams,  Floor Plan - Open,  Kitchen - Gourmet,  Recessed Lighting,  Stall Shower,  Tub Shower,  Upgraded Countertops,  Wood Floors",,Central A/C,Forced Air,Yes,"Commercial Range,  Dishwasher,  Disposal,  Icemaker,  Oven - Self Cleaning,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Stove,  Water Heater",Main Floor,1398.0,244900.0,920.0,2019.0,Condo/Townhome,PAPH848674,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
3,358 DALY ST,Philadelphia,PA,19148,2.0,3.0,,,Central A/C,"Central,  Forced Air",Yes,,,951.0,239900.0,1517.0,2019.0,Condo/Townhome,PAPH848616,Settlement,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Whitman,No
4,2030 S CHADWICK ST,Philadelphia,PA,19145,1.0,3.0,,,Central A/C,"Central,  Forced Air",Yes,,,1024.0,239900.0,1725.0,2019.0,Condo/Townhome,PAPH848550,Settlement,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Passyunk,No
