,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
0,6402 OXFORD AVE,Philadelphia,PA,19111,,,,,None,"Hot Water,  Radiator",No,,,1632.0,224900.0,2261.0,2019.0,Multi-Family,PAPH846380,"Immediate,  Negotiable",3485.0,For Sale Under Contract,1950.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Oxford Circle,No
1,542-48 MAGEE AVE,Philadelphia,PA,19111,2.0,4.0,,,Central A/C,Forced Air,Yes,"Dishwasher,  Microwave,  Oven/Range - Gas,  Stainless Steel Appliances",,1350.0,219900.0,1410.0,2019.0,Single Family,PAPH846434,Settlement,3485.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Lawndale,No
2,6021 AGUSTA ST,Philadelphia,PA,19149,2.0,3.0,,"Dining Room,  Family Room,  Kitchen,  Laundry,  Living Room",Central A/C,Central,Yes,,,1138.0,199900.0,1464.0,2019.0,Condo/Townhome,PAPH846448,Immediate,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Castor Gardens,No
3,6043 CHRISTIAN ST,Philadelphia,PA,19143,3.0,4.0,,,Window Unit(s),Baseboard - Hot Water,No,,,1820.0,199900.0,1324.0,2019.0,Single Family,PAPH846368,0-30 Days CD,2178.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,None Available,No
4,5817 N 6TH ST,Philadelphia,PA,19120,2.0,3.0,,,Central A/C,Central,Yes,,,1310.0,199000.0,1461.0,2019.0,Condo/Townhome,PAPH845632,Immediate,1742.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
5,1429 E MOUNT PLEASANT AVE,Philadelphia,PA,19150,1.0,3.0,,,Central A/C,Forced Air,Yes,,,1084.0,195000.0,1778.0,2019.0,Condo/Townhome,PAPH844562,0-30 Days CD,1307.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Cedarbrook,No
6,2254 SAINT VINCENT ST,Philadelphia,PA,19149,1.0,3.0,,,Central A/C,Forced Air,Yes,"Oven/Range - Gas,  Refrigerator,  Washer",,1170.0,189900.0,2010.0,2019.0,Condo/Townhome,PAPH846636,Negotiable,1742.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Castor Gardens,No
7,2146 MAGEE AVE,Philadelphia,PA,19149,2.0,3.0,,,Central A/C,Central,Yes,,Basement,1246.0,188888.0,1925.0,2019.0,Condo/Townhome,PAPH843696,Immediate,1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Oxford Circle,No
8,5010 N CONVENT LN #G,Philadelphia,PA,19114,3.0,3.0,,,Central A/C,Forced Air,Yes,"Built-In Range,  Dishwasher,  Disposal,  Dryer,  Refrigerator,  Stove,  Washer",,1620.0,184900.0,2265.0,2019.0,Condo/Townhome,PAPH846392,Negotiable,0.0,Active,1971.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Bakers Bay,No
9,6207 ELLSWORTH ST,Philadelphia,PA,19143,2.0,4.0,,,Window Unit(s),Radiator,No,,,1996.0,184900.0,1452.0,2019.0,Single Family,PAPH846604,Immediate,2178.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Cobbs Creek,No
10,2745 S SHERIDAN ST,Philadelphia,PA,19148,1.0,2.0,,,None,Forced Air,No,,"Dryer In Unit,  Washer In Unit",960.0,180000.0,1947.0,2019.0,Condo/Townhome,PAPH846330,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
11,9367 JAMISON AVE #A,Philadelphia,PA,19115,1.0,2.0,,"Basement,  Bathroom 1,  Bedroom 2,  Dining Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Central,Yes,,,1107.0,179900.0,1925.0,2019.0,Single Family,PAPH846614,Immediate,0.0,For Sale Under Contract,1980.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Scotchbrook,No
12,6412 WOODCREST AVE,Philadelphia,PA,19151,2.0,3.0,,,None,Radiator,No,,,1408.0,175000.0,2221.0,2019.0,Condo/Townhome,PAPH846634,0-30 Days CD,1742.0,For Sale Under Contract,1929.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Overbrook Park,No
13,1929 LAVEER ST W,Philadelphia,PA,19141,2.0,3.0,"Breakfast Area,  Carpet,  Ceiling Fan(s),  Combination Dining/Living,  Combination Kitchen/Dining,  Combination Kitchen/Living,  Dining Area,  Kitchen - Eat-In,  Kitchen - Island,  Recessed Lighting,  Skylight(s),  Tub Shower,  Walk-in Closet(s)",,Central A/C,Forced Air,Yes,,,1300.0,169999.0,1300.0,2019.0,Condo/Townhome,PAPH846590,0-30 Days CD,1742.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Olney,No
14,7158 AKRON ST ST,Philadelphia,PA,19149,1.0,2.0,,,Window Unit(s),Forced Air,No,,Basement,896.0,169900.0,1615.0,2019.0,Condo/Townhome,PAPH843478,Negotiable,2178.0,Contract Pending,1950.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Castor Gardens,No
15,828 N PRESTON ST,Philadelphia,PA,19104,2.0,6.0,,,None,Baseboard - Electric,No,,,2003.0,169000.0,553.0,2019.0,Condo/Townhome,PAPH846518,0-30 Days CD,1307.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Belmont,No
16,1629 S YEWDALL ST,Philadelphia,PA,19143,1.0,3.0,,,Central A/C,Forced Air,Yes,,,990.0,165000.0,719.0,2019.0,Condo/Townhome,PAPH846610,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kingsessing,No
17,7530 DICKENS PL,Philadelphia,PA,19153,1.0,3.0,,,Central A/C,Central,Yes,,,1080.0,164999.0,1468.0,2019.0,Condo/Townhome,PAPH846622,Immediate,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Penrose Park,No
18,6400 OXFORD AVE,Philadelphia,PA,19111,2.0,3.0,,,None,Radiator,No,,,1632.0,164900.0,2403.0,2019.0,Single Family,PAPH846386,"Immediate,  Negotiable",6098.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Oxford Circle,No
19,615 E BRINTON ST,Philadelphia,PA,19138,1.0,3.0,,"Dining Room,  Kitchen,  Living Room",None,Hot Water,No,,Basement,1188.0,163500.0,1649.0,2019.0,Condo/Townhome,PAPH846012,"0-30 Days CD,  Immediate",871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mt Airy (East),No
0,6123 LARCHWOOD AVE,Philadelphia,PA,19143,,,,,None,Baseboard - Hot Water,No,"Oven/Range - Electric,  Refrigerator",,1728.0,155000.0,1281.0,2019.0,Multi-Family,PAPH846436,Negotiable,2178.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
1,7924 COTTAGE ST,Philadelphia,PA,19136,,,,,Central A/C,Forced Air,Yes,,,1598.0,150000.0,2115.0,2019.0,Condo/Townhome,PAPH846346,Settlement,2178.0,Active,1985.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
2,2042 TASKER ST,Philadelphia,PA,19145,1.0,3.0,,,None,Forced Air,No,,,1224.0,150000.0,1604.0,2019.0,Condo/Townhome,PAPH846352,0-30 Days CD,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
3,1156 E WOODLAWN AVE,Philadelphia,PA,19138,1.0,3.0,,,None,Forced Air,No,,,1016.0,140000.0,652.0,2019.0,Condo/Townhome,PAPH843704,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
4,985 ANCHOR ST,Philadelphia,PA,19124,2.0,4.0,,,"Ceiling Fan(s),  Wall Unit,  Window Unit(s)",Hot Water,No,,,1046.0,139900.0,1139.0,2019.0,Condo/Townhome,PAPH846384,Negotiable,1307.0,Contract Pending,1948.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Oxford Circle,No
5,6025 WHARTON ST,Philadelphia,PA,19143,2.0,3.0,,,None,Radiator,No,,,1328.0,139900.0,1169.0,2019.0,Condo/Townhome,PAPH846414,Settlement,1742.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Cobbs Creek,No
6,1839 MCCLELLAN ST,Philadelphia,PA,19145,1.0,2.0,,,None,Forced Air,No,,,896.0,135000.0,1688.0,2019.0,Condo/Townhome,PAPH845750,0-30 Days CD,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Newbold,No
7,1505 N 55TH ST,Philadelphia,PA,19131,1.0,4.0,"Carpet,  Floor Plan - Traditional",,Central A/C,Forced Air,Yes,Built-In Range,Basement,1624.0,133500.0,1184.0,2019.0,Condo/Townhome,PAPH842682,0-30 Days CD,1307.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Carroll Park,No
8,5819 N 6TH ST,Philadelphia,PA,19120,2.0,3.0,,,Window Unit(s),Radiator,No,,,1310.0,130000.0,829.0,2019.0,Condo/Townhome,PAPH843784,31-60 Days CD,1742.0,Contract Pending,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Olney,No
9,2168 N DARIEN ST,Philadelphia,PA,19122,1.0,3.0,,Basement,Window Unit(s),Forced Air,No,,,1250.0,125000.0,991.0,2019.0,Condo/Townhome,PAPH846532,31-60 Days CD,871.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Old Kensington,No
10,113 E MENTOR ST,Philadelphia,PA,19120,2.0,3.0,,,Window Unit(s),Forced Air,No,,Basement,1536.0,121000.0,1096.0,2019.0,Single Family,PAPH846444,31-60 Days CD,2178.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Feltonville,No
11,5517 N 7TH ST,Philadelphia,PA,19120,1.0,3.0,,,"Ceiling Fan(s),  Wall Unit",90% Forced Air,No,,Basement,1344.0,119900.0,806.0,2019.0,Single Family,PAPH846190,0-30 Days CD,1742.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
12,5881 N 7TH ST,Philadelphia,PA,19120,1.0,3.0,,,Window Unit(s),Radiator,No,,,1140.0,119900.0,1310.0,2019.0,Condo/Townhome,PAPH845160,Immediate,1307.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
13,2243 SIMON ST,Philadelphia,PA,19137,2.0,3.0,Stall Shower,,Window Unit(s),Hot Water,No,,Lower Floor,821.0,115001.0,928.0,2019.0,Condo/Townhome,PAPH846530,0-30 Days CD,871.0,Contract Pending,1928.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wissinoming,No
14,912 SCATTERGOOD ST,Philadelphia,PA,19124,1.0,3.0,,,None,Radiator,No,"Dryer,  Oven/Range - Gas,  Washer",,1290.0,100000.0,1190.0,2019.0,Condo/Townhome,PAPH846492,"0-30 Days CD,  31-60 Days CD",1307.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
15,44 E HORTTER ST,Philadelphia,PA,19119,1.0,3.0,,,None,None,No,,,1298.0,99000.0,1523.0,2019.0,Condo/Townhome,PAPH846400,61-90 Days CD,1307.0,Active,1930.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
16,1631 ALLENGROVE ST,Philadelphia,PA,19124,1.0,3.0,,,None,Forced Air,No,,,1254.0,96000.0,731.0,2019.0,Condo/Townhome,PAPH846472,Immediate,1307.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
17,1977 PRATT ST,Philadelphia,PA,19124,2.0,3.0,,"Basement,  Dining Room,  Kitchen,  Living Room",None,Hot Water,No,,,1259.0,89999.0,1093.0,2019.0,Condo/Townhome,PAPH846476,Immediate,1307.0,Contract Pending,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Frankford,No
18,3417 E ST,Philadelphia,PA,19134,1.0,3.0,,,None,Baseboard - Electric,No,,,980.0,84900.0,465.0,2019.0,Condo/Townhome,PAPH846520,Immediate,871.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
19,5647 N 16TH ST,Philadelphia,PA,19141,,0.0,,,None,Hot Water,No,,,1636.0,80000.0,1631.0,2019.0,Condo/Townhome,PAPH846624,Immediate,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
0,5326 N SYDENHAM ST,Philadelphia,PA,19141,1.0,3.0,,,None,Hot Water,No,,,1320.0,75000.0,1498.0,2019.0,Condo/Townhome,PAPH846646,Immediate,1742.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Logan,No
1,2204 N CLEVELAND ST,Philadelphia,PA,19132,1.0,3.0,,,None,Forced Air,No,,,1000.0,70000.0,186.0,2019.0,Single Family,PAPH846602,Immediate,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Stanton,No
2,5326 LESHER ST,Philadelphia,PA,19124,1.0,3.0,,,None,Hot Water,No,,,1030.0,69900.0,845.0,2019.0,Condo/Townhome,PAPH846390,Negotiable,871.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Frankford,No
3,4519 MCMENAMY ST #R,Philadelphia,PA,19136,,,,,,,No,,,,68000.0,370.0,2019.0,Vacant Land,PAPH846630,"Immediate,  Negotiable",4792.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
4,1301 KERBAUGH ST,Philadelphia,PA,19140,3.0,3.0,,,None,Other,No,,,1344.0,59000.0,747.0,2019.0,Condo/Townhome,PAPH846334,Negotiable,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Phila (North),No
5,5720 WISSAHICKON AVE #D7,Philadelphia,PA,19144,1.0,2.0,,"Dining Room,  Kitchen,  Living Room",Wall Unit,Radiant,No,,,,54900.0,,2019.0,Condo/Townhome,PAPH846618,0-30 Days CD,1.30 acres,Active,1963.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown,No
6,3349 H ST,Philadelphia,PA,19134,1.0,3.0,,,None,Hot Water,No,,,1036.0,46500.0,456.0,2019.0,Condo/Townhome,PAPH846482,Immediate,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Harrowgate,No
7,5337 WYALUSING AVE,Philadelphia,PA,19131,1.0,3.0,,"Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Full Bath,  Kitchen,  Living Room",None,None,No,,,1322.0,45000.0,767.0,2019.0,Condo/Townhome,PAPH846458,Settlement,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Carroll Park,No
8,3853 N FRANKLIN ST,Philadelphia,PA,19140,1.0,3.0,"Dining Area,  Kitchen - Eat-In,  Wood Floors",,None,Radiator,No,,Basement,1050.0,35000.0,719.0,2019.0,Condo/Townhome,PAPH846632,Settlement,871.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
9,5923-D KINGSESSING AVE,Philadelphia,PA,19143,1.0,1.0,,,None,None,No,,,1134.0,30000.0,2000.0,2020.0,Condo/Townhome,PAPH846566,Immediate,871.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kingsessing,No
10,279 S 5TH ST,Philadelphia,PA,19106,3.0,3.0,,,Central A/C,Hot Water,Yes,,Basement,1998.0,965000.0,11466.0,2019.0,Condo/Townhome,PAPH846162,Negotiable,1307.0,For Sale Under Contract,1910.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Society Hill,Yes
11,420 FITZWATER ST #C,Philadelphia,PA,19147,3.0,3.0,,,Central A/C,Forced Air,Yes,,Lower Floor,2735.0,885000.0,8599.0,2019.0,Condo/Townhome,PAPH841960,0-30 Days CD,1742.0,Contract Pending,1979.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Queen Village,Yes
12,3471 W PENN ST,Philadelphia,PA,19129,4.0,3.0,,,Central A/C,Central,Yes,,,2060.0,725000.0,,2019.0,Condo/Townhome,PAPH845796,Settlement,1307.0,Contract Pending,2017.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,East Falls,No
13,604-36 S WASHINGTON SQ #2102,Philadelphia,PA,19106,2.0,3.0,,,Central A/C,Hot Water,Yes,,"Dryer In Unit,  Main Floor,  Washer In Unit",1700.0,725000.0,9033.0,2019.0,Condo/Townhome,PAPH846100,Immediate,0.0,Active,1962.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Society Hill,No
14,789 N TAYLOR ST,Philadelphia,PA,19130,3.0,2.0,"2nd Kitchen,  Attic,  Built-Ins,  Cedar Closet(s),  Ceiling Fan(s),  Combination Dining/Living,  Elevator,  Exposed Beams,  Walk-in Closet(s),  Wood Floors",,Central A/C,"Radiant,  Radiator",Yes,,Basement,2300.0,675000.0,5263.0,2019.0,Condo/Townhome,PAPH846008,"0-30 Days CD,  31-60 Days CD",871.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
15,19 W UPSAL ST,Philadelphia,PA,19119,4.0,5.0,"Breakfast Area,  Crown Moldings,  Floor Plan - Open,  Kitchen - Eat-In,  Master Bath(s),  Walk-in Closet(s),  Wood Floors",,Central A/C,Forced Air,Yes,,Upper Floor,3000.0,599900.0,2998.0,2019.0,Single Family,PAPH845816,Negotiable,5227.0,For Sale Under Contract,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (West),No
16,220 CARPENTER ST,Philadelphia,PA,19147,3.0,3.0,,,Central A/C,Forced Air,Yes,,Has Laundry,1968.0,590000.0,6061.0,2019.0,Condo/Townhome,PAPH846058,Settlement,871.0,Active,2007.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Queen Village,No
17,1023 CLINTON ST #306,Philadelphia,PA,19107,1.0,2.0,,"Kitchen,  Living Room",Central A/C,"Forced Air,  Heat Pump(s)",Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Dryer - Front Loading,  Refrigerator,  Washer - Front Loading","Dryer In Unit,  Washer In Unit",1305.0,549000.0,5403.0,2019.0,Condo/Townhome,PAPH841680,Negotiable,0.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Washington Sq West,No
18,74 E LAUREL ST #4,Philadelphia,PA,19123,3.0,3.0,,,Central A/C,Forced Air,Yes,,Has Laundry,2093.0,545000.0,8144.0,2019.0,Condo/Townhome,PAPH846064,Settlement,871.0,Active,2016.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northern Liberties,No
19,1139 E BERKS ST,Philadelphia,PA,19125,3.0,3.0,"Ceiling Fan(s),  Intercom,  Kitchen - Island,  Master Bath(s),  Recessed Lighting,  Sprinkler System,  Walk-in Closet(s),  Wet/Dry Bar,  Wood Floors",,Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer,  Energy Efficient Appliances,  Intercom,  Oven/Range - Gas,  Washer",,2500.0,524000.0,539.0,2019.0,Condo/Townhome,PAPH100349,"0-30 Days CD,  31-60 Days CD",871.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
0,1243 S 15TH ST,Philadelphia,PA,19146,3.0,4.0,,,Central A/C,Central,Yes,,,2592.0,500000.0,3189.0,2019.0,Condo/Townhome,PAPH840594,"90-120 Days CD,  Negotiable,  Other",1742.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila (South),No
1,2046 TITAN ST,Philadelphia,PA,19146,3.0,4.0,,"Dining Room,  Kitchen,  Living Room",Central A/C,Central,Yes,,,2033.0,485000.0,,2019.0,Condo/Townhome,PAPH846034,90-120 Days CD,871.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
2,2501 CHRISTIAN ST #104,Philadelphia,PA,19146,2.0,2.0,"Ceiling Fan(s),  Combination Dining/Living,  Combination Kitchen/Living,  Floor Plan - Open,  Intercom,  Spiral Staircase,  Sprinkler System,  Tub Shower,  Upgraded Countertops,  Walk-in Closet(s),  Window Treatments,  Wood Floors",,Central A/C,Forced Air,Yes,"Dishwasher,  Oven/Range - Electric,  Refrigerator","Has Laundry,  Lower Floor",1442.0,425000.0,4485.0,2019.0,Condo/Townhome,PAPH842780,Immediate,0.0,For Sale Under Contract,1999.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Graduate Hospital,No
3,1029-33 SPRUCE ST #200,Philadelphia,PA,19107,1.0,1.0,"Built-Ins,  Recessed Lighting,  Wood Floors",,Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Oven/Range - Gas","Has Laundry,  Washer In Unit",1262.0,425000.0,4876.0,2019.0,Condo/Townhome,PAPH845954,"0-30 Days CD,  31-60 Days CD,  61-90 Days CD",0.0,Active,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Washington Sq West,No
4,2128 W PASSYUNK AVE,Philadelphia,PA,19145,2.0,4.0,,,Central A/C,Hot Water,Yes,,,2228.0,399900.0,3322.0,2019.0,Single Family,PAPH844446,0-30 Days CD,2614.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Girard Estate Area,No
5,2314 EMERALD ST,Philadelphia,PA,19125,2.0,4.0,,,Central A/C,Hot Water,Yes,"Built-In Microwave,  Disposal,  Microwave,  Oven - Self Cleaning,  Oven/Range - Electric,  Refrigerator,  Water Heater",,1380.0,399900.0,2546.0,2019.0,Condo/Townhome,PAPH845512,Immediate,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
6,2724 EDGEMONT ST,Philadelphia,PA,19134,3.0,3.0,,,Central A/C,Central,Yes,,,2400.0,399900.0,1398.0,2019.0,Condo/Townhome,PAPH846062,0-30 Days CD,1307.0,For Sale Under Contract,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
7,11732 JOSEPH KELLY TER,Philadelphia,PA,19154,3.0,3.0,,,Central A/C,Forced Air,Yes,,,1923.0,350000.0,3779.0,2019.0,Single Family,PAPH846308,Immediate,10019.0,Active,1999.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila Northeast,No
8,1136 TREE ST,Philadelphia,PA,19148,2.0,2.0,,,Central A/C,Central,Yes,,,1148.0,339500.0,2529.0,2019.0,Condo/Townhome,PAPH846320,"0-30 Days CD,  Immediate,  Negotiable",871.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Passyunk Square,No
9,1611 S 18TH ST,Philadelphia,PA,19145,3.0,3.0,,"Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1616.0,339000.0,3269.0,2019.0,Condo/Townhome,PAPH846032,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Newbold,No
10,302 LEVERINGTON AVE,Philadelphia,PA,19128,,,,,,,No,,,,330000.0,,2019.0,Vacant Land,PAPH846082,Settlement,1742.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Roxborough,No
11,2513 SALMON ST,Philadelphia,PA,19125,1.0,3.0,,"Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Basement,1179.0,329000.0,1226.0,2019.0,Condo/Townhome,PAPH846152,Settlement,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
12,1834 S 22ND ST,Philadelphia,PA,19145,2.0,4.0,"Ceiling Fan(s),  Chair Railings,  Crown Moldings,  Dining Area,  Floor Plan - Open,  Wood Floors",,Central A/C,Central,Yes,"Cooktop,  Dishwasher,  Disposal,  Dryer,  ENERGY STAR Clothes Washer,  ENERGY STAR Refrigerator,  Exhaust Fan,  Oven/Range - Electric","Basement,  Dryer In Unit,  Washer In Unit",1440.0,325000.0,1359.0,2019.0,Condo/Townhome,PAPH845996,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila (South),No
13,703 BROWN ST #B,Philadelphia,PA,19123,2.0,2.0,,,Central A/C,Forced Air,Yes,,,1128.0,325000.0,1627.0,2019.0,Condo/Townhome,PAPH845494,Negotiable,0.0,Active,2007.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northern Liberties,No
14,1814 FERNON ST,Philadelphia,PA,19145,2.0,2.0,,,Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Cooktop,  Dishwasher,  Disposal,  Dryer - Gas,  ENERGY STAR Clothes Washer,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Washer,  Water Heater",,952.0,309000.0,1701.0,2019.0,Condo/Townhome,PAPH844704,Immediate,871.0,Active,1923.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
15,4719 CONSHOHOCKEN AVE,Philadelphia,PA,19131,2.0,4.0,,"Dining Room,  Kitchen,  Living Room,  Sun/Florida Room",Central A/C,90% Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Oven/Range - Gas,  Refrigerator,  Washer,  Water Heater",,2592.0,299000.0,3182.0,2019.0,Single Family,PAPH845754,"Immediate,  Negotiable",4356.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Wynnefield,No
16,85 W WASHINGTON LN,Philadelphia,PA,19144,3.0,4.0,,,Central A/C,Hot Water,Yes,,,2000.0,289000.0,2291.0,2019.0,Single Family,PAPH846040,0-30 Days CD,1742.0,Active,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (West),No
17,3427 INDIAN QUEEN LN,Philadelphia,PA,19129,2.0,3.0,Kitchen - Eat-In,"Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Kitchen,  Living Room",Window Unit(s),Hot Water,No,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Washer",Basement,1418.0,288000.0,3277.0,2019.0,Condo/Townhome,PAPH845134,Immediate,1742.0,Contract Pending,1939.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,East Falls,No
